Seq,AOU,English_Common_Name,French_Common_Name,Spanish_Common_Name,ORDER,Family,Genus,Species
4354,6080,Scarlet Tanager,Tangara ?carlate,Piranga olivacea,Passeriformes,Cardinalidae,Piranga,olivacea
4357,6070,Western Tanager,Tangara ? t?te rouge,Piranga ludoviciana,Passeriformes,Cardinalidae,Piranga,ludoviciana
4360,6071,Flame-colored Tanager,Piranga ? dos ray?,Piranga bidentata,Passeriformes,Cardinalidae,Piranga,bidentata
4363,18310,White-winged Tanager,Piranga bifasci?,Piranga leucoptera,Passeriformes,Cardinalidae,Piranga,leucoptera
4366,18320,Red-headed Tanager,Piranga ?rythroc?phale,Piranga erythrocephala,Passeriformes,Cardinalidae,Piranga,erythrocephala
4369,18260,Red-crowned Ant-Tanager,Habia ? couronne rouge,Habia rubica,Passeriformes,Cardinalidae,Habia,rubica
4372,18270,Red-throated Ant-Tanager,Habia ? gorge rouge,Habia fuscicauda,Passeriformes,Cardinalidae,Habia,fuscicauda
4375,18570,Black-faced Grosbeak,Cardinal ? ventre blanc,Caryothraustes poliogaster,Passeriformes,Cardinalidae,Caryothraustes,poliogaster
4378,5941,Crimson-collared Grosbeak,Cardinal ? collier,Rhodothraupis celaeno,Passeriformes,Cardinalidae,Rhodothraupis,celaeno
4381,5930,Northern Cardinal,Cardinal rouge,Cardinalis cardinalis,Passeriformes,Cardinalidae,Cardinalis,cardinalis
4384,5940,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardinalis sinuatus,Passeriformes,Cardinalidae,Cardinalis,sinuatus
4387,5935,unid. Northern Cardinal / Pyrrhuloxia,unid Cardinal rouge / Cardinal pyrrhuloxia,Cardinalis cardinalis / sinuatus,Passeriformes,Cardinalidae,Cardinalis,cardinalis / sinuatus
4390,5961,Yellow Grosbeak,Cardinal jaune,Pheucticus chrysopeplus,Passeriformes,Cardinalidae,Pheucticus,chrysopeplus
4393,5950,Rose-breasted Grosbeak,Cardinal ? poitrine rose,Pheucticus ludovicianus,Passeriformes,Cardinalidae,Pheucticus,ludovicianus
4396,5960,Black-headed Grosbeak,Cardinal ? t?te noire,Pheucticus melanocephalus,Passeriformes,Cardinalidae,Pheucticus,melanocephalus
4399,17750,Red-breasted Chat,Granatelle multicolore,Granatellus venustus,Passeriformes,Cardinalidae,Granatellus,venustus
4402,17760,Gray-throated Chat,Granatelle ? plastron,Granatellus sallaei,Passeriformes,Cardinalidae,Granatellus,sallaei
4405,18880,Blue Seedeater,?v?que bleu,Amaurospiza concolor,Passeriformes,Cardinalidae,Amaurospiza,concolor
4408,18600,Blue-black Grosbeak,?v?que bleu-noir,Cyanocompsa cyanoides,Passeriformes,Cardinalidae,Cyanocompsa,cyanoides
4411,5971,Blue Bunting,?v?que par?,Cyanocompsa parellina,Passeriformes,Cardinalidae,Cyanocompsa,parellina
4414,5970,Blue Grosbeak,Guiraca bleu,Passerina caerulea,Passeriformes,Cardinalidae,Passerina,caerulea
4417,5990,Lazuli Bunting,Passerin azur?,Passerina amoena,Passeriformes,Cardinalidae,Passerina,amoena
4420,5980,Indigo Bunting,Passerin indigo,Passerina cyanea,Passeriformes,Cardinalidae,Passerina,cyanea
4423,5986,hybrid Lazuli Bunting x Indigo Bunting,hybride Passerin azur? x Passerin indigo,Passerina amoena x cyanea,Passeriformes,Cardinalidae,Passerina,amoena x cyanea
4426,18610,Rose-bellied Bunting,Passerin ? ventre rose,Passerina rositae,Passeriformes,Cardinalidae,Passerina,rositae
4429,18620,Orange-breasted Bunting,Passerin arc-en-ciel,Passerina leclancherii,Passeriformes,Cardinalidae,Passerina,leclancherii
4432,6000,Varied Bunting,Passerin vari?,Passerina versicolor,Passeriformes,Cardinalidae,Passerina,versicolor
4435,6010,Painted Bunting,Passerin nonpareil,Passerina ciris,Passeriformes,Cardinalidae,Passerina,ciris
4438,6040,Dickcissel,Dickcissel d'Am?rique,Spiza americana,Passeriformes,Cardinalidae,Spiza,americana
4441,4940,Bobolink,Goglu des pr?s,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonyx,oryzivorus
4444,4980,Red-winged Blackbird,Carouge ? ?paulettes,Agelaius phoeniceus,Passeriformes,Icteridae,Agelaius,phoeniceus
4447,5000,Tricolored Blackbird,Carouge de Californie,Agelaius tricolor,Passeriformes,Icteridae,Agelaius,tricolor
4450,5001,Tawny-shouldered Blackbird,Petit Carouge,Agelaius humeralis,Passeriformes,Icteridae,Agelaius,humeralis
4453,19140,Yellow-shouldered Blackbird,Carouge de Porto Rico,Agelaius xanthomus,Passeriformes,Icteridae,Agelaius,xanthomus
4456,5010,Eastern Meadowlark,Sturnelle des pr?s,Sturnella magna,Passeriformes,Icteridae,Sturnella,magna
4459,5011,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,Sturnella,neglecta
4462,5012,unid. Eastern Meadowlark / Western Meadowlark,unid Sturnelle des pr?s / Sturnelle de l'Ouest,Sturnella magna / neglecta,Passeriformes,Icteridae,Sturnella,magna / neglecta
4465,4970,Yellow-headed Blackbird,Carouge ? t?te jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus
4468,19170,Melodious Blackbird,Quiscale chanteur,Dives dives,Passeriformes,Icteridae,Dives,dives
4471,5090,Rusty Blackbird,Quiscale rouilleux,Euphagus carolinus,Passeriformes,Icteridae,Euphagus,carolinus
4474,5100,Brewer's Blackbird,Quiscale de Brewer,Euphagus cyanocephalus,Passeriformes,Icteridae,Euphagus,cyanocephalus
4477,5110,Common Grackle,Quiscale bronz?,Quiscalus quiscula,Passeriformes,Icteridae,Quiscalus,quiscula
4480,5130,Boat-tailed Grackle,Quiscale des marais,Quiscalus major,Passeriformes,Icteridae,Quiscalus,major
4483,5120,Great-tailed Grackle,Quiscale ? longue queue,Quiscalus mexicanus,Passeriformes,Icteridae,Quiscalus,mexicanus
4486,5135,unid. Boat-tailed Grackle / Great-tailed Grackle,unid Quiscale des marais / Quiscale ? longue queue,Quiscalus major / mexicanus,Passeriformes,Icteridae,Quiscalus,major / mexicanus
4489,19210,Greater Antillean Grackle,Quiscale noir,Quiscalus niger,Passeriformes,Icteridae,Quiscalus,niger
4492,4961,Shiny Cowbird,Vacher luisant,Molothrus bonariensis,Passeriformes,Icteridae,Molothrus,bonariensis
4495,4960,Bronzed Cowbird,Vacher bronz?,Molothrus aeneus,Passeriformes,Icteridae,Molothrus,aeneus
4498,4950,Brown-headed Cowbird,Vacher ? t?te brune,Molothrus ater,Passeriformes,Icteridae,Molothrus,ater
4501,19240,Giant Cowbird,Vacher g?ant,Molothrus oryzivorus,Passeriformes,Icteridae,Molothrus,oryzivorus
4504,4955,unid. Cowbird,unid Vacher sp.,Molothrus sp.,Passeriformes,Icteridae,Molothrus,sp.
4507,19250,Puerto Rican Oriole,Oriole de Porto Rico,Icterus portoricensis,Passeriformes,Icteridae,Icterus,portoricensis
4510,5041,Black-vented Oriole,Oriole cul-noir,Icterus wagleri,Passeriformes,Icteridae,Icterus,wagleri
4513,19290,Bar-winged Oriole,Oriole unifasci?,Icterus maculialatus,Passeriformes,Icteridae,Icterus,maculialatus
4516,19251,Black-cowled Oriole,Oriole monacal,Icterus prosthemelas,Passeriformes,Icteridae,Icterus,prosthemelas
4519,5060,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,Icterus,spurius
4522,5050,Hooded Oriole,Oriole masqu?,Icterus cucullatus,Passeriformes,Icteridae,Icterus,cucullatus
4525,19300,Yellow-backed Oriole,Oriole noir et or,Icterus chrysater,Passeriformes,Icteridae,Icterus,chrysater
4528,19320,Yellow-tailed Oriole,Oriole ? queue jaune,Icterus mesomelas,Passeriformes,Icteridae,Icterus,mesomelas
4531,5020,Venezuelan Troupial,Oriole troupiale,Icterus icterus,Passeriformes,Icteridae,Icterus,icterus
4534,5051,Streak-backed Oriole,Oriole ? dos ray?,Icterus pustulatus,Passeriformes,Icteridae,Icterus,pustulatus
4537,5080,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,Icterus,bullockii
4540,19330,Orange Oriole,Oriole orange,Icterus auratus,Passeriformes,Icteridae,Icterus,auratus
4543,5032,Spot-breasted Oriole,Oriole macul?,Icterus pectoralis,Passeriformes,Icteridae,Icterus,pectoralis
4546,5031,Altamira Oriole,Oriole ? gros bec,Icterus gularis,Passeriformes,Icteridae,Icterus,gularis
4549,5030,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,Icterus,graduacauda
4552,5070,Baltimore Oriole,Oriole de Baltimore,Icterus galbula,Passeriformes,Icteridae,Icterus,galbula
4555,5078,hybrid Bullock's Oriole x Baltimore Oriole,hybride Oriole de Baltimore x Oriole de Bullock's,Icterus bullockii x galbula,Passeriformes,Icteridae,Icterus,bullockii x galbula
4558,5077,unid. Bullock's Oriole / Baltimore Oriole,unid Oriole de Baltimore / Oriole de Bullock's,Icterus bullockii / galbula,Passeriformes,Icteridae,Icterus,bullockii / galbula
4561,19341,Black-backed Oriole,Oriole d'Abeill?,Icterus abeillei,Passeriformes,Icteridae,Icterus,abeillei
4564,5040,Scott's Oriole,Oriole jaune-verd?tre,Icterus parisorum,Passeriformes,Icteridae,Icterus,parisorum
4567,19350,Yellow-billed Cacique,Cassique ? bec jaune,Amblycercus holosericeus,Passeriformes,Icteridae,Amblycercus,holosericeus
4570,19380,Yellow-winged Cacique,Cassique ? ailes jaunes,Cacicus melanicterus,Passeriformes,Icteridae,Cacicus,melanicterus
4573,19400,Chestnut-headed Oropendola,Cassique ? t?te brune,Psarocolius wagleri,Passeriformes,Icteridae,Psarocolius,wagleri
4576,19410,Montezuma Oropendola,Cassique de Montezuma,Psarocolius montezuma,Passeriformes,Icteridae,Psarocolius,montezuma
4579,5143,Common Chaffinch,Pinson des arbres,Fringilla coelebs,Passeriformes,Fringillidae,Fringilla,coelebs
4582,5141,Brambling,Pinson du Nord,Fringilla montifringilla,Passeriformes,Fringillidae,Fringilla,montifringilla
4585,18010,Scrub Euphonia,Organiste de brousse,Euphonia affinis,Passeriformes,Fringillidae,Euphonia,affinis
4588,18040,Yellow-throated Euphonia,Organiste ? gorge jaune,Euphonia hirundinacea,Passeriformes,Fringillidae,Euphonia,hirundinacea
4591,18050,Antillean Euphonia,Organiste louis-d'or,Euphonia musica,Passeriformes,Fringillidae,Euphonia,musica
4594,6060,Elegant Euphonia,Organiste ? capuchon,Euphonia elegantissima,Passeriformes,Fringillidae,Euphonia,elegantissima
4597,18080,Olive-backed Euphonia,Organiste olive,Euphonia gouldi,Passeriformes,Fringillidae,Euphonia,gouldi
4600,18090,White-vented Euphonia,Organiste cul-blanc,Euphonia minuta,Passeriformes,Fringillidae,Euphonia,minuta
4603,17980,Blue-crowned Chlorophonia,Organiste ? calotte bleue,Chlorophonia occipitalis,Passeriformes,Fringillidae,Chlorophonia,occipitalis
4606,5240,Gray-crowned Rosy-Finch,Roselin ? t?te grise,Leucosticte tephrocotis,Passeriformes,Fringillidae,Leucosticte,tephrocotis
4609,5250,Black Rosy-Finch,Roselin noir,Leucosticte atrata,Passeriformes,Fringillidae,Leucosticte,atrata
4612,5260,Brown-capped Rosy-Finch,Roselin ? t?te brune,Leucosticte australis,Passeriformes,Fringillidae,Leucosticte,australis
4615,5241,unid. Rosy-Finch,unid Roselin ? t?te grise / noir / ? t?te brune,Leucosticte tephrocotis / atrata / australis,Passeriformes,Fringillidae,Leucosticte,tephrocotis / atrata / australis
4618,5150,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,Passeriformes,Fringillidae,Pinicola,enucleator
4624,5170,Purple Finch,Roselin pourpr?,Carpodacus purpureus,Passeriformes,Fringillidae,Carpodacus,purpureus
4627,5180,Cassin's Finch,Roselin de Cassin,Carpodacus cassinii,Passeriformes,Fringillidae,Carpodacus,cassinii
4630,5190,House Finch,Roselin familier,Carpodacus mexicanus,Passeriformes,Fringillidae,Carpodacus,mexicanus
4633,5195,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourpr? / de Cassin / familier,Carpodacus purpureus / cassinii / mexicanus,Passeriformes,Fringillidae,Carpodacus,purpureus / cassinii / mexicanus
4636,5210,Red Crossbill,Bec-crois? des sapins,Loxia curvirostra,Passeriformes,Fringillidae,Loxia,curvirostra
4639,5220,White-winged Crossbill,Bec-crois? bifasci?,Loxia leucoptera,Passeriformes,Fringillidae,Loxia,leucoptera
4642,5225,unid. Red Crossbill / White-winged Crossbill,unid Bec-crois? des sapins / Bec-crois? bifasci?,Loxia curvirostra / leucoptera,Passeriformes,Fringillidae,Loxia,curvirostra / leucoptera
4645,5280,Common Redpoll,Sizerin flamm?,Acanthis flammea,Passeriformes,Fringillidae,Acanthis,flammea
4648,5270,Hoary Redpoll,Sizerin blanch?tre,Acanthis hornemanni,Passeriformes,Fringillidae,Acanthis,hornemanni
4651,5275,unid. Common Redpoll / Hoary Redpoll,unid Sizerin flame / Sizerin blanch?tre,Carduelis flammea / hornemanni,Passeriformes,Fringillidae,Carduelis,flammea / hornemanni
4657,5330,Pine Siskin,Tarin des pins,Spinus pinus,Passeriformes,Fringillidae,Spinus,pinus
4660,19430,Black-capped Siskin,Tarin sombre,Spinus atriceps,Passeriformes,Fringillidae,Spinus,atriceps
4663,19440,Black-headed Siskin,Chardonneret ? t?te noire,Spinus notatus,Passeriformes,Fringillidae,Spinus,notatus
4666,19460,Red Siskin,Chardonneret rouge,Spinus cucullatus,Passeriformes,Fringillidae,Spinus,cucullatus
4675,5300,Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,Passeriformes,Fringillidae,Spinus,psaltria
4678,5310,Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,Passeriformes,Fringillidae,Spinus,lawrencei
4681,5290,American Goldfinch,Chardonneret jaune,Spinus tristis,Passeriformes,Fringillidae,Spinus,tristis
4687,5262,Oriental Greenfinch,Verdier de Chine,Chloris sinica,Passeriformes,Fringillidae,Chloris,sinica
4690,5332,Yellow-fronted Canary,Serin du Mozambique,Serinus mozambicus,Passeriformes,Fringillidae,Serinus,mozambicus
4693,5331,Common Canary,Serin des Canaries,Serinus canaria,Passeriformes,Fringillidae,Serinus,canaria
4699,19480,Hooded Grosbeak,Gros-bec ? capuchon,Coccothraustes abeillei,Passeriformes,Fringillidae,Coccothraustes,abeillei
4702,5140,Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,Passeriformes,Fringillidae,Coccothraustes,vespertinus
4777,6882,House Sparrow,Moineau domestique,Passer domesticus,Passeriformes,Passeridae,Passer,domesticus
4780,6883,Eurasian Tree Sparrow,Moineau friquet,Passer montanus,Passeriformes,Passeridae,Passer,montanus
4783,19500,Orange Bishop,Euplecte franciscain,Euplectes franciscanus,Passeriformes,Ploceidae,Euplectes,franciscanus
4786,19510,Yellow-crowned Bishop,Euplecte vorab?,Euplectes afer,Passeriformes,Ploceidae,Euplectes,afer
4795,8070,Orange-cheeked Waxbill,Astrild ? joues orange,Estrilda melpoda,Passeriformes,Estrildidae,Estrilda,melpoda
4798,8080,Black-rumped Waxbill,Astrild cendr?,Estrilda troglodytes,Passeriformes,Estrildidae,Estrilda,troglodytes
4804,8090,Red Avadavat,Bengali rouge,Amandava amandava,Passeriformes,Estrildidae,Amandava,amandava
4807,8100,Indian Silverbill,Capucin bec-de-plomb,Lonchura malabarica,Passeriformes,Estrildidae,Lonchura,malabarica
4813,19530,Bronze Mannikin,Capucin nonnette,Lonchura cucullata,Passeriformes,Estrildidae,Lonchura,cucullata
4816,8110,Nutmeg Mannikin,Capucin damier,Lonchura punctulata,Passeriformes,Estrildidae,Lonchura,punctulata
4819,81200,Tricolored Munia,Capucin ? dos marron,Lonchura malacca,Passeriformes,Estrildidae,Lonchura,malacca
4828,8130,Java Sparrow,Padda de Java,Padda oryzivora,Passeriformes,Estrildidae,Padda,oryzivora
4831,19540,Pin-tailed Whydah,Veuve dominicaine,Vidua,,,,
